"ruleta","swap",244.886,262.477,262.477,268.742,248.342,248.398,256.101,244.886,261.552,244.886,253.014,262.477,248.398,248.398,268.742,248.342,244.886,261.93,248.398,249.259;
"torneo","swap",244.886,286.217,248.398,249.259,268.742,262.477,248.398,262.477,261.93,248.342,249.259,255.635,254.16,244.886,261.552,255.635,248.398,265.184,255.635,262.477;
"ruleta","ins",244.886,248.398,262.477,262.477,268.742,244.886,244.886,248.398,253.014,255.635,253.014,269.544,244.886,248.398,268.742,283.557,248.398,271.449,262.477,254.16;
"torneo","ins",244.886,244.886,244.886,249.259,255.942,248.398,244.886,248.398,244.886,254.16,244.886,244.886,248.398,262.477,255.635,254.16,262.477,249.259,262.477,248.398;

